year,month,hour,trip_count,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2023,2,0,3803,1.1051170449065235,1.4932442955180292,3.6136360769725115,23.629597895133394,13.325672714523622,6.249148803576124
2023,2,1,2226,1.0574870400698144,1.4425574965063461,3.3421066117188323,24.049869276261774,13.182741838873914,6.3105401168014374
2023,2,2,1477,1.1125535753366222,1.5022970141670637,4.284832762622229,24.869159188510114,14.157594222523132,6.909580839539608
2023,2,3,1380,1.1031704328624703,1.5490801322692596,2.8681693904003644,28.564334825298058,16.233756038647343,8.959905507246377
2023,2,4,2010,1.2080636192602667,1.6847101412007495,2.864222355773362,31.214387689975823,17.86875621890547,10.332503233830845
2023,2,5,3680,1.149486147690018,1.6106827355114592,2.813206434821029,30.755760605936786,18.605851449275363,10.656257989130435
2023,2,6,6727,1.0141207481005234,1.427303696139403,2.8895466796209552,25.250495392079173,19.006835637480798,9.027799925672662
2023,2,7,9945,1.094267345014881,1.4538642628423326,4.3350938222233175,18.847450221975084,20.83564772917714,7.305758954248366
2023,2,8,12595,1.113161503725093,1.4670648796210861,7.143174293084856,16.62069925760085,19.03127696175731,6.06827372766971
2023,2,9,11613,0.9437730640091879,1.3240642840942802,4.376414440032247,19.016444195162105,16.34778409253997,6.157511900456385
2023,2,10,9258,0.9028703079647908,1.2896204386845607,3.2245502155882333,21.287403369457554,16.306734715921365,6.922248455389933
2023,2,11,9331,0.9235754634004729,1.3301596151459036,3.263162702344552,22.025690860743243,16.69281070267567,7.336105412067303
2023,2,12,9651,0.95128617016283,1.354933280352243,3.5013929801116417,21.80381981698682,17.570628259593132,7.664839643560253
2023,2,13,9816,0.9345134639981223,1.3262836368542725,3.3837366725003903,21.15646256360783,17.48829631893507,7.346088722493888
2023,2,14,10102,0.9698661915539031,1.3281519631408885,3.6927533557734864,19.88847583683437,19.63623374909259,7.592440912690556
2023,2,15,10981,1.052589913896689,1.3815999869482103,4.421535869572227,17.98346339537266,21.561129830312964,7.405326882797559
2023,2,16,12931,0.8902994926577743,1.2248104517356622,4.335270395086987,16.549302807249106,21.84742608202511,6.8382680999149335
2023,2,17,14114,1.0273302516594687,1.3481242142119123,5.483807791626123,15.359108180164176,21.647260403381985,6.427855887771008
2023,2,18,15306,1.2871414446327039,1.685436414234412,5.969651235590466,16.321473573572707,17.53142122914761,5.57894994119953
2023,2,19,14951,1.146511538541403,1.550789891947236,4.594390553210311,18.638096231262377,15.562699262033755,5.9071513878670325
2023,2,20,12494,1.0961525716473781,1.5154519650048455,4.585748222567647,20.30589727282077,14.495619230564005,6.00679318873059
2023,2,21,12143,1.3565136656755266,1.7864472386256518,5.246630833383405,20.77612630080744,14.284443712426913,5.980168813308079
2023,2,22,11320,1.291793529812892,1.6597790847040066,4.711496430167078,21.268661930281336,13.64059628975265,5.731803904593639
2023,2,23,8407,1.2109910497620755,1.5926359032103155,7.2022099914485285,22.6576475866771,13.509299789857659,6.111123849173308
