year,month,hour,trip_count,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2022,6,0,5157,1.7359697165406103,2.158148471602121,5.8249576969020564,23.01767549261436,13.719678753797428,6.310309268954819
2022,6,1,2957,1.512094187302695,1.9507262947817052,5.300493376384481,23.549901096113157,14.06690339307857,6.690077612445045
2022,6,2,1885,1.4071891380377803,1.8578088308778238,4.514260758670563,24.886501417592932,14.998125552608311,7.549824350132626
2022,6,3,1412,1.3317435179623058,1.8874409340548919,3.7876260176564966,27.476943307981468,16.320160528800756,8.879738031161473
2022,6,4,1711,1.297154074199857,1.905077301202196,3.070368887443313,32.00081519040736,18.27407948568089,10.938729339567505
2022,6,5,2829,1.2098793983948826,1.7700421394066879,3.339429420842229,31.823745608851475,18.83432308236126,11.093006327324142
2022,6,6,4880,1.1987640108660007,1.6671400874650035,3.5372089426651523,25.334252612500507,21.44858606557377,9.983677008196722
2022,6,7,6931,1.3234385928340693,1.7479318802061092,5.703551039523415,18.730857285631462,22.413114990621843,7.796879901890059
2022,6,8,9313,1.1641021905720605,1.5762548252693092,5.228071791819147,17.317138700213004,20.848788431941013,6.8670641576291205
2022,6,9,9323,0.9496526395392999,1.364613344794064,3.5692867053833606,19.266749852068088,19.192736601237083,7.233642271800923
2022,6,10,8539,0.8896315730038002,1.299787370452876,3.1806895519861174,20.35924956484509,19.399959011593864,7.805533996955147
2022,6,11,7959,0.9130075548916818,1.3260612051599,3.4631203444309664,20.072495175975273,20.136771788750682,7.957715466767182
2022,6,12,8726,0.9120300999547586,1.3289296962105843,9.224932920556173,19.367416482636546,21.300376270150508,8.067484139353656
2022,6,13,8571,1.0035711740277236,1.421799060337989,4.63716508426594,18.98558785243592,22.363417337533544,8.150946062303115
2022,6,14,8894,0.9653137903117083,1.3454201837612145,8.299928127571768,17.063494797752362,24.704235064837718,7.86678284236564
2022,6,15,9474,1.164547397635621,1.5357742549381037,5.332237641244095,15.303586471554656,27.493353740060517,7.6965349060586865
2022,6,16,9936,1.1218101846021133,1.4718630310910095,6.062603582298882,14.380607285911973,27.31004428341385,7.125821386876006
2022,6,17,10876,1.4115595964215168,1.776831242661429,7.536327309188857,13.637931850192967,26.410906276817457,6.6863700901066565
2022,6,18,12137,1.2877616297349928,1.6825247071711864,7.117805312997171,15.08986668633816,21.513850210101342,6.191190804976518
2022,6,19,11923,1.0951827623723145,1.5169553808297185,4.711318276842701,18.064433166385626,17.823488216053008,6.343790983812799
2022,6,20,10078,1.1089109559117318,1.5660328025908683,4.396854125707309,20.112745600140133,16.310509691076273,6.596288975987299
2022,6,21,10403,1.3929116974564149,1.8641020738096568,9.230916906788115,19.946817474836884,15.98568361690538,6.385275353263482
2022,6,22,10295,1.8238205352350907,2.248553652785233,7.385423311391809,20.162810283277874,15.306367168528412,6.131804633317144
2022,6,23,8665,1.6571113981527732,2.0809671481660525,6.158160938177416,22.078124068703847,15.207526447393729,6.702164131563762
