year,month,hour,trip_count,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2022,9,0,3610,1.1527410594608998,1.6095653946643051,3.7303943677967175,25.27226383259392,14.729418282548476,7.227490692520775
2022,9,1,2253,1.1752043936588152,1.6582142951583227,3.4356333379602395,25.989238038209823,15.30094688563397,7.724546116289392
2022,9,2,1486,1.113628057657448,1.5943342307283301,3.824655946431959,25.512397470553573,14.814849708389412,7.334309690444146
2022,9,3,1373,1.2097910162160785,1.7996000234001077,3.080454488023235,30.241174560247185,17.49141781985919,10.01013066278223
2022,9,4,1782,1.3672791737544414,1.9917265018051546,3.012097667660615,33.53007135262383,18.880087916199027,11.63199393939394
2022,9,5,3116,1.2718235354148368,1.8122495784360289,2.8587724879308105,32.283548223751154,20.050262088147196,11.775942362002567
2022,9,6,5255,1.0490801377644188,1.508701409175683,3.0455453002219466,25.174028576749993,22.808997779892167,10.327712388201713
2022,9,7,7456,1.201940870254369,1.596832750427858,5.215115777826644,18.120576611220113,24.55441925965665,7.9864118159871245
2022,9,8,9650,1.1608056008456316,1.5597845856170773,5.7773088972621585,17.38414797668068,21.676773747841107,7.189584259067358
2022,9,9,9377,0.9775571740290898,1.4119383931592224,3.878591827536838,19.80449511588996,18.919718460061855,7.326443062813267
2022,9,10,8600,0.9142046696405329,1.3555607494296007,3.930499699100126,21.71609159119591,19.153763565891474,8.189547755813953
2022,9,11,8512,0.9099823527488219,1.3597867048560557,3.5824083825698687,21.22985513934959,19.356038533834585,8.148047391917293
2022,9,12,9178,0.8869829786646152,1.3237127675338538,3.33352945495098,20.374148877570654,20.279961138955475,8.140359577249946
2022,9,13,8958,0.9109147709639251,1.3345251103170357,3.576347896530871,19.760656664851606,22.135819007218874,8.522419245367269
2022,9,14,9088,1.0148336535883276,1.4085306994489344,4.207799969908572,18.16790030255449,23.956827684859157,8.187015801056338
2022,9,15,9224,1.16407312820443,1.5294750171857734,5.800532377603494,16.3995062498186,26.09723005203816,7.91085603859497
2022,9,16,10953,1.1192444245470077,1.5169742695924828,5.243961938288336,15.253973144366366,25.1378541647646,7.152009458595819
2022,9,17,11058,1.1001220786360404,1.4754200846437697,12.187607383812944,17.495153912272144,25.11509917405197,7.113701356483993
2022,9,18,11587,1.1631909091876997,1.5648763938473387,6.2816212347369405,16.59662492602678,20.721574465636778,6.5926397687063085
2022,9,19,11399,1.1674658595147855,1.6075943375208583,4.8473970583055115,18.611988497786385,18.07175337017867,6.728276147030441
2022,9,20,10293,1.1457537893032785,1.6037142542536273,4.563029539161116,19.799382654817347,17.4430551507497,6.858459001262994
2022,9,21,9892,1.2213676988012745,1.682988826010387,4.495192281925155,20.87705885710346,16.132725097722066,6.768316953093409
2022,9,22,9314,1.2561928772321986,1.6987101351832163,4.6218395663821275,21.632898011280403,14.820445923699092,6.322154885119176
2022,9,23,7711,1.4471022415902006,1.9018732281848891,4.89441795748345,23.24216569097596,14.669565123416763,6.783441991959538
