year,month,hour,trip_count,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2023,1,0,3389,1.1253399788591598,1.5244681014184474,3.268945951456711,26.088734284174944,15.00390970787843,7.879202478607259
2023,1,1,2197,1.0622532634450645,1.4491088779172945,3.3344917659761175,24.874225038768344,14.246290395994539,7.010631269913518
2023,1,2,1526,1.0129124008347514,1.3947768363758823,3.116894982077781,25.64944580417297,14.491284403669725,7.360324049803408
2023,1,3,1313,1.0358750583847816,1.458269163800766,2.6676887102079485,28.709438355795942,16.037471439451636,8.876848971820259
2023,1,4,1697,1.065146693152307,1.5147039824427875,2.432472251235379,31.899104351258316,17.581585150265173,10.00029157336476
2023,1,5,2926,1.011722586078679,1.4389365549886373,2.4015145654598893,29.738201210668052,18.40354294827979,10.265556869446343
2023,1,6,4802,1.0173515736046739,1.4076729699349104,2.814034022085796,25.956801750675726,18.38502013050118,9.05968498542274
2023,1,7,7254,0.9460445102576748,1.3203799952986122,3.187842172173824,21.35332917075344,18.023398584688906,7.406019851116625
2023,1,8,9728,0.9557535517818038,1.3238179843134636,3.7324112956858913,19.410805132229655,17.132063802083334,6.543620178865131
2023,1,9,9087,0.9036880281024284,1.2860601813570078,3.2506883423274266,21.039198145364708,16.245687979164373,6.760067337955321
2023,1,10,7865,0.8742719491188737,1.2537172095209268,2.987742451142303,22.033438475288307,16.40110828565374,7.171237520661157
2023,1,11,7795,0.8638020500934421,1.2451525426128423,3.0598350462019672,21.456671761617134,17.015798588839,7.292212880051315
2023,1,12,7913,0.8620108456834511,1.2389777093690564,3.107106021267247,20.98863360359054,17.133147984329586,7.160929723240238
2023,1,13,8349,0.8673580720932251,1.2447004238824884,3.6177002323615715,21.311353863052275,17.311480416816384,7.3633626302551205
2023,1,14,8989,0.8610346090497574,1.220169227921317,3.86198953945492,20.278171121811532,18.523970037453182,7.396645778173323
2023,1,15,9436,0.8286966516572335,1.1622267387477776,3.1964860173757406,18.69511963795748,20.000937897414158,7.142576949978805
2023,1,16,9980,0.8035382105247514,1.1340052446219613,3.3805898253379203,17.172577713024673,19.496000334001337,6.419061533066133
2023,1,17,11822,0.863299665870184,1.1919539888475745,4.03774039768025,16.249030468393237,18.825914960807534,6.030838419895111
2023,1,18,11830,0.8981491474173967,1.2655751752079099,4.133901797615462,17.935264431718224,15.843727810650888,5.6573203465765
2023,1,19,11147,0.9345081879433061,1.337460189656951,3.6419541791727825,19.569900258444964,14.478457582010108,5.737542423970575
2023,1,20,8859,0.935379251877155,1.3460706513806506,3.3798173150788755,21.14914200828532,14.320924107310832,6.189930116265944
2023,1,21,8577,0.9642133040366532,1.3666496762338765,3.8293283264855336,22.074058997262046,14.306880805254362,6.349148909875248
2023,1,22,8201,1.0750894099519062,1.4446924270298118,3.60968547008076,22.175890016889774,14.010945819615493,6.14257240580417
2023,1,23,6167,1.027190885403213,1.3900501168883321,5.3907849823966965,22.90144043917693,13.584638668180098,6.183947154207881
