year|month|trip_count|fare_per_minute|trip_total_per_minute|fare_per_mile|miles_per_hour|minutes|miles
2021,2,0,2164,0.9400149900104937,1.2628078031757717,2.859680175025955,23.603275033462438,14.51114448552064,6.534648059149723
2021,2,1,1258,0.9620698494416345,1.283907779873736,3.029980951534716,23.425480778616688,14.037718600953895,6.346772178060413
2021,2,2,822,0.9222235006743683,1.2438430917195842,2.7195405793550913,24.920203025479655,15.47074209245742,7.574855474452555
2021,2,3,808,0.9736258442609683,1.2890704510430921,2.5700988673224834,27.812200743872552,16.96920379537954,9.027328465346535
2021,2,4,1044,1.0273834090728882,1.3597977339796115,2.5167225558204134,29.49705151284343,17.15271392081737,9.560054885057472
2021,2,5,2152,0.9694212925477057,1.3102813675278455,2.4451926401307014,28.343928693057382,16.81853314745973,9.033796793680297
2021,2,6,3596,0.9137916026434811,1.254581459708274,2.60220164565537,25.121922259989645,17.199100852799408,8.356021635150167
2021,2,7,5464,0.9413151925593856,1.270629035683062,3.004751104115485,22.59207908327781,17.74390251342118,7.618412133967789
2021,2,8,6802,0.9310650813129066,1.261957850088285,3.3420358844615756,20.43140834995461,16.76536312849162,6.622186768597471
2021,2,9,6402,0.8842232945564329,1.2296957253768541,3.0753396883251365,21.100363810484406,15.498961262105592,6.385232880349891
2021,2,10,5992,0.8690270171872828,1.20947380021358,5.225146953291843,21.11144058467767,15.35050901201602,6.352237566755674
2021,2,11,6058,0.8621717553494597,1.203815175126982,3.112127379103637,20.66949758482647,15.877583360845163,6.532057906899967
2021,2,12,6322,0.852092836729334,1.194353558399328,3.3801090149617594,20.35596102505722,16.450735526732046,6.640233834229674
2021,2,13,5891,0.8632697797706042,1.1652882839968388,4.176214902462517,16.278311527126966,20.710247269846658,6.36725851298591
2021,2,14,6116,1.0836951603675653,1.3821468698711248,5.111309720736651,15.522662140765762,20.88340963592762,6.105292527795945
2021,2,15,6662,1.0337741808075633,1.3419602650081586,7.434268105061772,16.53983175700163,19.220779545681978,6.037953587511258
2021,2,16,7538,0.9890211429903206,1.321953717024833,4.212424035629753,16.93967776651468,18.058390819846114,5.882488670734943
2021,2,17,7591,1.070752519936572,1.4223409878698052,6.076202323574807,17.398633545312716,17.18332894216836,5.8654533263074695
2021,2,18,7537,1.1139456115479411,1.4902491177701567,4.762201003396813,18.188845656811456,15.089863340851798,5.391983720313122
2021,2,19,6547,1.0256407841686705,1.4190795708760695,5.247136040845347,18.76520550918131,14.347841250445496,5.351756086757294
2021,2,20,5016,1.0810549082221215,1.4538563632720525,10.83355913705003,19.09801227369668,14.84635499734184,5.592273684210526
2021,2,21,4403,1.3059072768518978,1.6914473480426526,5.000408360434225,19.64121168762401,15.279044590809297,5.92339534408358
2021,2,22,4173,1.4701125485818756,1.8148842676395287,7.121307528248995,20.589243201119974,14.666478951992971,5.906096405463695
2021,2,23,3410,1.4623250987138356,1.822618729910287,5.692449466167961,21.309014911217663,14.453856304985337,5.9833589736070385
