year|month|trip_count|fare_per_minute|trip_total_per_minute|fare_per_mile|miles_per_hour
2019,1,296985,0.7905421446382724,1.0937432013990804,4.335032692306357,20.518032927633033
2019,2,264647,0.6468269634817949,0.9021354860180476,2.915016236991979,17.30821960830333
2019,3,320761,0.653962365770032,0.9262082169089733,3.2105622359828496,16.890752736640056
2019,4,268657,0.6683293783767219,0.9291902992621177,3.061061159563111,18.182467930549624
2019,5,280501,0.6698806291466111,0.9332095435418867,3.9824241237148854,17.35358337502951
2019,6,279308,0.6949015872044813,0.955463758617171,3.3125826351146306,17.4609730798147
2019,7,255684,0.6687733741776064,0.9310124757147454,3.9583999127608087,16.92958715028122
2019,8,261399,0.6729168105271012,0.9409724589140694,3.233348266071531,18.180822303132356
2019,9,239778,0.6987512401293645,0.9585354727763086,3.2270383188076432,18.61785644653842
2019,10,247144,0.7104104316140404,1.0107348717167564,16.986004434999202,19.304046272446122
2019,11,260572,0.6937023550745378,0.96515851153386,2.8840637261784905,18.826154912102176
2019,12,280834,0.7050471517517454,0.9862273136091145,2.8487078481652914,19.162901764691117
2020,1,228881,0.7092854456749449,1.0721665033049692,2.751635669306511,20.45159673536415
2020,2,248445,0.7238447968304126,1.0966959616868552,3.431921920657726,20.262913002019243
2020,3,256727,0.7130149670792026,1.0773663557983277,7.688115973208455,19.921714482974597
2020,4,45788,0.7775885931306711,1.1587733835099223,2.4630820088368037,23.194865217876455
2020,5,56282,0.7651304758510121,1.146569447764186,2.718964107959011,22.524981139618486
2020,6,59789,0.7238989781205281,1.0622737491536436,2.41494040120066,21.589481631107915
2020,7,94579,0.7596533093975602,1.1456644322028358,2.55920707575489,21.549423457363755
2020,8,93665,0.7724691345483942,1.1577482623433855,2.6251533249856758,20.948167395447904
2020,9,98228,0.7464791133453228,1.1381010605353286,2.8577463602119404,20.50482319256921
2020,10,100976,0.7910266536865148,1.1214781684425918,3.1010396245159653,21.093342515628205
2020,11,95181,0.8153887067989662,1.1501298420361485,3.4082235519289923,20.8363760969084
2020,12,88157,0.8136484079545975,1.1433407975121503,2.8312853519324297,21.971615126992305
2021,1,93100,0.8529319207022739,1.1831043678997084,3.191444724882558,22.29629253870892
2021,2,106409,0.9602247147521837,1.2975627778834649,3.910888477617494,20.23622652757976
2021,3,102000,0.9086275657399817,1.2263218868236463,3.829547363008093,20.681849501925715
2021,4,113237,0.9695233605604672,1.321602209897941,3.826220107513368,20.679374115343688
2021,5,109085,0.9994369872999449,1.3514126847475967,3.635823073737585,20.643493880153688
2021,6,109687,1.1456463489413518,1.5082001509733383,4.324858019723123,21.006569071887846
2021,7,114366,1.2351521344691794,1.6043488711581486,5.871474898774207,20.996232399001517
2021,8,110726,1.155096805328059,1.525696369995584,4.903514532903004,20.989928111925142
2021,9,109304,1.259669853891711,1.6329678629103963,4.68631728996569,21.604251736055502
2021,10,131965,0.9143614495858706,1.2902918771037437,4.01355505021065,19.627056345217742
2021,11,127302,1.0226190018370898,1.385624209154279,4.16956577416662,20.28192078240785
2021,12,160331,1.1173199407448753,1.5102575669040104,4.750275849627113,20.025681521065724
2022,1,115086,0.9433546539084634,1.31500219929964,4.789598452145872,21.738064939752178
2022,2,136341,1.067310379553866,1.4093959443867323,7.6193715598152965,18.95807465705456
2022,3,146612,1.0837319305012199,1.4384307053135725,5.0199905986108275,20.311052630744314
2022,4,154251,1.1865682598233551,1.6146305801440999,4.6857121137675595,20.716754544846584
