year,month,trip_count,fare_per_trip,tip,additional_charges,trip_total_per_trip,fare_per_minute,trip_total_per_minute,fare_per_mile,miles_per_hour,minutes,miles
2021,6,129230,18.740955769643154,0.9200771986116958,4.294962314052213,23.955995282307065,1.1337019793067138,1.496175990834621,5.171167212501008,19.836135265639808,19.409871159947382,7.237764173953416
2021,7,135824,19.792731705879753,1.016463603282408,4.142396909115017,24.951592218277177,1.1472170212467248,1.5038633737058982,4.79879169501108,19.432037293368566,20.115563155259746,7.345680672782424
2021,8,135789,20.666039098364884,1.1872315027006315,4.181894863273622,26.035165464339137,1.2453950243797858,1.6164104776769024,5.294548810242918,20.1806866462363,19.091599712298738,7.38566867198374
2021,9,137998,20.25444314729278,1.1591339216439827,4.273037655265429,25.68661472420219,1.1933373169135677,1.5622276304640585,5.575667408324537,20.07116061308478,19.62991323545752,7.440629551152916
2021,10,161876,17.739099250612124,1.1780290851532165,4.578633974723616,23.495762310488956,1.046576644517644,1.417171364877512,6.070127191842655,18.85476302258178,19.499927722454224,6.991608163656132
2021,11,159897,16.78423204046373,1.1284084933770688,4.380791183614193,22.293431717454993,1.039802897914726,1.4061237080981188,5.918790948839526,19.936309805208214,18.241409469846214,6.996447065923689
2021,12,168601,17.03023232341224,1.1365916795801199,4.378670715850596,22.545494718842953,1.0700365184096272,1.4384970144596596,4.752511185177887,19.777604266714313,18.228675294531666,6.932144063202472
2022,1,135858,13.392979407932032,0.8373027851195253,3.9720835756723525,18.20236576872391,0.9507434903338859,1.3454647199335388,4.295581625531423,21.115320349736923,15.258493549637612,6.460054378836727
2022,2,141619,17.364784693726207,0.9389641850708742,4.032959834450416,22.336708713247496,1.2644968835530648,1.6399247755406687,5.864589248913402,19.50415877566246,15.958548641072172,6.199906460997465
2022,3,175945,18.17078231408529,1.106915879350137,4.323239878577032,23.60093807201246,1.214766430670083,1.5913431543825494,6.3575975708826045,20.11084497134469,17.449681245086058,6.84223849271079
2022,4,187035,21.65943400766849,1.451109364221199,5.0915575484360875,28.202100920325776,1.3987675729432092,1.8404549414133575,7.521863591620089,19.28675721618802,18.99289099188209,6.977511875317454
2022,5,191614,21.019088332472087,1.3663999415396981,4.981394278197961,27.36688255220975,1.343439657012964,1.764521626401134,6.462260457600999,18.78572754599412,19.38519975923819,6.941796888014446
2022,6,182874,21.28380521632604,1.5065819337267363,5.280882093968247,28.07126924402102,1.221307871236936,1.6390959204052509,5.8337015132205945,18.997170603660265,20.326758405605318,7.244782470990955
2022,7,167953,16.760999445481268,1.2352530811564995,4.965888810050503,22.962141336688273,1.01544047964346,1.4240412512549474,4.4332240778892,19.721025150558848,18.746238332549385,7.06982393586301
2022,8,191948,19.78887803757109,1.458164688187093,5.272989497433112,26.520032223191297,1.1607866779495268,1.5857545521142096,5.454236359067436,20.11798453114219,19.55986716888602,7.539724014316377
2022,9,181125,19.19330788170526,1.278778321852436,5.565193958004814,26.03728016156251,1.1107013856475718,1.5402826757400905,4.987938499503128,19.954742607988802,20.323593558776167,7.588655414768806
2022,10,196463,19.417208993696246,1.4240614552229283,5.00217012479902,25.843440573718194,1.1144058003504873,1.5180695153044688,6.060384679136783,18.740873716188027,20.927081689682026,7.2537392455576875
